fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,good_quality,fixed_acidity:log_fixed_acidity,volatile_acidity:log_volatile_acidity,citric_acid:log_citric_acid,residual_sugar:log_residual_sugar,chlorides:log_chlorides,free_sulfur_dioxide:log_free_sulfur_dioxide,total_sulfur_dioxide:log_total_sulfur_dioxide,density:log_density,pH:log_pH,sulphates:log_sulphates,alcohol:log_alcohol,fixed_acidity:sq_fixed_acidity,volatile_acidity:sq_volatile_acidity,citric_acid:sq_citric_acid,residual_sugar:sq_residual_sugar,chlorides:sq_chlorides,free_sulfur_dioxide:sq_free_sulfur_dioxide,total_sulfur_dioxide:sq_total_sulfur_dioxide,density:sq_density,pH:sq_pH,sulphates:sq_sulphates,alcohol:sq_alcohol,fixed_acidity:fixed_acidity_recip,volatile_acidity:volatile_acidity_recip,citric_acid:citric_acid_recip,residual_sugar:residual_sugar_recip,chlorides:chlorides_recip,free_sulfur_dioxide:free_sulfur_dioxide_recip,total_sulfur_dioxide:total_sulfur_dioxide_recip,density:density_recip,pH:pH_recip,sulphates:sulphates_recip,alcohol:alcohol_recip
5.6,0.615,0.0,1.6,0.089,16.0,59.0,0.9943,3.58,0.52,9.9,0,9.647492947350178,-0.2989718018730058,,0.7520058067931771,-0.21530158292324975,44.3614195558365,240.57470919043746,-0.005683724046231369,4.56579882547714,-0.3400417630514653,22.69609409569139,31.359999999999996,0.378225,0.0,2.5600000000000005,0.007921,256.0,3481.0,0.98863249,12.8164,0.27040000000000003,98.01,0.17857142857142858,1.6260162601626016,1.1987985115756206e-255,0.625,11.235955056179776,0.0625,0.01694915254237288,1.0057326762546515,0.27932960893854747,1.923076923076923,0.10101010101010101
7.8,0.61,0.29,1.6,0.114,9.0,29.0,0.9974,3.26,1.56,9.1,0,16.022165122825257,-0.30152075630701586,-0.35898356324046904,0.7520058067931771,-0.24755747868699116,19.775021196025975,97.65157906960775,-0.0025966170668526288,3.852430656934289,0.6937098811678554,20.09529716305752,60.839999999999996,0.3721,0.0841,2.5600000000000005,0.012996,81.0,841.0,0.9948067599999999,10.6276,2.4336,82.80999999999999,0.12820512820512822,1.639344262295082,3.4482758620689657,0.625,8.771929824561402,0.1111111111111111,0.034482758620689655,1.0026067776218168,0.3067484662576687,0.641025641025641,0.10989010989010989
8.9,0.62,0.18,3.8,0.176,52.0,145.0,0.9986,3.16,0.88,9.2,0,19.455856362969044,-0.29638219658465986,-0.30866371705654677,5.073004053582892,-0.3057597459741414,205.46467336623422,721.6263926509832,-0.001399019542346221,3.6358076072122736,-0.1124933669286987,20.41667205330595,79.21000000000001,0.3844,0.0324,14.44,0.030975999999999997,2704.0,21025.0,0.99720196,9.985600000000002,0.7744,84.63999999999999,0.11235955056179775,1.6129032258064517,5.555555555555555,0.2631578947368421,5.6818181818181825,0.019230769230769232,0.006896551724137931,1.001401962747847,0.3164556962025316,1.1363636363636365,0.10869565217391305
8.9,0.62,0.19,3.9,0.17,51.0,148.0,0.9986,3.17,0.93,9.2,0,19.455856362969044,-0.29638219658465986,-0.31553892929611366,5.307808557228842,-0.3012326631284188,200.5231072689406,739.587416517089,-0.001399019542346221,3.6573291336087297,-0.06749074433639692,20.41667205330595,79.21000000000001,0.3844,0.0361,15.209999999999999,0.028900000000000006,2601.0,21904.0,0.99720196,10.0489,0.8649000000000001,84.63999999999999,0.11235955056179775,1.6129032258064517,5.2631578947368425,0.25641025641025644,5.88235294117647,0.0196078431372549,0.006756756756756757,1.001401962747847,0.31545741324921134,1.075268817204301,0.10869565217391305
8.5,0.28,0.56,1.8,0.092,35.0,103.0,0.9969,3.3,0.75,10.5,1,18.190562389718302,-0.3564303892276085,-0.3246983573416476,1.0580159968238143,-0.2195089365778449,124.43718215212947,477.3770857876525,-0.0030951900271229725,3.939944145959033,-0.21576155433883568,24.689440200216517,72.25,0.07840000000000001,0.31360000000000005,3.24,0.008464,1225.0,10609.0,0.99380961,10.889999999999999,0.5625,110.25,0.11764705882352941,3.571428571428571,1.7857142857142856,0.5555555555555556,10.869565217391305,0.02857142857142857,0.009708737864077669,1.0031096398836392,0.30303030303030304,1.3333333333333333,0.09523809523809523
8.1,0.56,0.28,1.7,0.368,16.0,56.0,0.9968,3.11,1.28,9.3,0,16.94409889959498,-0.3246983573416476,-0.3564303892276085,0.9020680268056896,-0.3678794214192599,44.3614195558365,225.41969468116838,-0.003194874529911701,3.528676678454454,0.31598089975235305,20.739133921480658,65.61,0.31360000000000005,0.07840000000000001,2.8899999999999997,0.135424,256.0,3136.0,0.9936102400000001,9.672099999999999,1.6384,86.49000000000001,0.1234567901234568,1.7857142857142856,3.571428571428571,0.5882352941176471,2.717391304347826,0.0625,0.017857142857142856,1.0032102728731942,0.3215434083601286,0.78125,0.1075268817204301
7.4,0.59,0.08,4.4,0.086,6.0,29.0,0.9974,3.38,0.5,9.0,0,14.81095200155492,-0.31130331782859944,-0.20205829154466046,6.519059980066549,-0.21099308651466211,10.75055681536833,97.65157906960775,-0.0025966170668526288,4.116419898092854,-0.34657359027997264,19.775021196025975,54.760000000000005,0.34809999999999997,0.0064,19.360000000000003,0.007395999999999999,36.0,841.0,0.9948067599999999,11.424399999999999,0.25,81.0,0.13513513513513511,1.6949152542372883,12.5,0.22727272727272727,11.627906976744187,0.16666666666666666,0.034482758620689655,1.0026067776218168,0.2958579881656805,2.0,0.1111111111111111
7.9,0.32,0.51,1.8,0.341,17.0,56.0,0.9969,3.04,1.08,9.2,1,16.32821579983651,-0.36461897062027665,-0.3434057221645205,1.0580159968238143,-0.36687262537922954,48.16462684895568,225.41969468116838,-0.0030951900271229725,3.380046846871116,0.08311792442701867,20.41667205330595,62.410000000000004,0.1024,0.2601,3.24,0.11628100000000002,289.0,3136.0,0.99380961,9.2416,1.1664,84.63999999999999,0.12658227848101264,3.125,1.9607843137254901,0.5555555555555556,2.9325513196480935,0.058823529411764705,0.017857142857142856,1.0031096398836392,0.32894736842105265,0.9259259259259258,0.10869565217391305
8.9,0.22,0.48,1.8,0.077,29.0,60.0,0.9968,3.39,0.53,9.4,1,19.455856362969044,-0.3331081011785506,-0.3523052040384962,1.0580159968238143,-0.19742413899889089,97.65157906960775,245.66067373332604,-0.003194874529911701,4.1386134335200975,-0.3364854843910638,21.062671079194004,79.21000000000001,0.0484,0.2304,3.24,0.005929,841.0,3600.0,0.9936102400000001,11.4921,0.28090000000000004,88.36000000000001,0.11235955056179775,4.545454545454546,2.0833333333333335,0.5555555555555556,12.987012987012987,0.034482758620689655,0.016666666666666666,1.0032102728731942,0.2949852507374631,1.8867924528301885,0.10638297872340426
7.6,0.39,0.31,2.3,0.082,23.0,71.0,0.9982,3.52,0.65,9.7,0,15.413926679421367,-0.3672273305447935,-0.36306672426591297,1.9156909827507391,-0.20508495460086648,72.11636696637044,302.6502712699334,-0.001798379027124278,4.429782683427221,-0.2800088954600953,22.039621089440566,57.76,0.1521,0.0961,5.289999999999999,0.006724000000000001,529.0,5041.0,0.9964032399999999,12.3904,0.42250000000000004,94.08999999999999,0.13157894736842105,2.564102564102564,3.2258064516129035,0.4347826086956522,12.195121951219512,0.043478260869565216,0.014084507042253521,1.0018032458425166,0.2840909090909091,1.5384615384615383,0.10309278350515465
7.9,0.43,0.21,1.6,0.106,10.0,37.0,0.9966,3.17,0.91,9.5,0,16.32821579983651,-0.36290713022664745,-0.32773602713558037,0.7520058067931771,-0.23789751559622746,23.02585092994046,133.6039627678363,-0.0033942134381743897,3.6573291336087297,-0.0858227183188296,21.387272086761705,62.410000000000004,0.18489999999999998,0.04409999999999999,2.5600000000000005,0.011236,100.0,1369.0,0.9932115600000001,10.0489,0.8281000000000001,90.25,0.12658227848101264,2.3255813953488373,4.761904761904762,0.625,9.433962264150944,0.1,0.02702702702702703,1.0034115994380894,0.31545741324921134,1.0989010989010988,0.10526315789473684
8.5,0.49,0.11,2.3,0.084,9.0,67.0,0.9968,3.17,0.53,9.4,0,18.190562389718302,-0.3495414450599577,-0.2428002404508693,1.9156909827507391,-0.20806283233166117,19.775021196025975,281.7144054991947,-0.003194874529911701,3.6573291336087297,-0.3364854843910638,21.062671079194004,72.25,0.24009999999999998,0.0121,5.289999999999999,0.007056000000000001,81.0,4489.0,0.9936102400000001,10.0489,0.28090000000000004,88.36000000000001,0.11764705882352941,2.0408163265306123,9.090909090909092,0.4347826086956522,11.904761904761903,0.1111111111111111,0.014925373134328358,1.0032102728731942,0.31545741324921134,1.8867924528301885,0.10638297872340426
6.9,0.4,0.14,2.4,0.085,21.0,40.0,0.9968,3.43,0.63,9.7,1,13.327497740062176,-0.366516292749662,-0.2752557998921966,2.1011249696493595,-0.20953384191180477,63.93497119219188,147.55517816455745,-0.003194874529911701,4.227681695840021,-0.29108233954583196,22.039621089440566,47.61000000000001,0.16000000000000003,0.019600000000000003,5.76,0.007225000000000001,441.0,1600.0,0.9936102400000001,11.7649,0.39690000000000003,94.08999999999999,0.14492753623188406,2.5,7.142857142857142,0.4166666666666667,11.76470588235294,0.047619047619047616,0.025,1.0032102728731942,0.29154518950437314,1.5873015873015872,0.10309278350515465
6.3,0.39,0.16,1.4,0.08,11.0,23.0,0.9955,3.34,0.56,9.3,0,11.595462690404169,-0.3672273305447935,-0.2932130341997296,0.47106113126969795,-0.20205829154466046,26.376848000782076,72.11636696637044,-0.004489859778235532,4.027942495341954,-0.3246983573416476,20.739133921480658,39.69,0.1521,0.0256,1.9599999999999997,0.0064,121.0,529.0,0.99102025,11.1556,0.31360000000000005,86.49000000000001,0.15873015873015872,2.564102564102564,6.25,0.7142857142857143,12.5,0.09090909090909091,0.043478260869565216,1.0045203415369162,0.29940119760479045,1.7857142857142856,0.1075268817204301
7.6,0.41,0.24,1.8,0.08,4.0,11.0,0.9962,3.28,0.59,9.5,0,15.413926679421367,-0.3655552289063513,-0.34250792535363495,1.0580159968238143,-0.20205829154466046,5.545177444479562,26.376848000782076,-0.0037927708372508407,3.8961264254590513,-0.31130331782859944,21.387272086761705,57.76,0.16809999999999997,0.0576,3.24,0.0064,16.0,121.0,0.9924144399999999,10.758399999999998,0.34809999999999997,90.25,0.13157894736842105,2.4390243902439024,4.166666666666667,0.5555555555555556,12.5,0.25,0.09090909090909091,1.003814495081309,0.3048780487804878,1.6949152542372883,0.10526315789473684
7.9,0.43,0.21,1.6,0.106,10.0,37.0,0.9966,3.17,0.91,9.5,0,16.32821579983651,-0.36290713022664745,-0.32773602713558037,0.7520058067931771,-0.23789751559622746,23.02585092994046,133.6039627678363,-0.0033942134381743897,3.6573291336087297,-0.0858227183188296,21.387272086761705,62.410000000000004,0.18489999999999998,0.04409999999999999,2.5600000000000005,0.011236,100.0,1369.0,0.9932115600000001,10.0489,0.8281000000000001,90.25,0.12658227848101264,2.3255813953488373,4.761904761904762,0.625,9.433962264150944,0.1,0.02702702702702703,1.0034115994380894,0.31545741324921134,1.0989010989010988,0.10526315789473684
7.1,0.71,0.0,1.9,0.08,14.0,35.0,0.9972,3.47,0.55,9.4,0,13.916672966735613,-0.24316811935221094,,1.21952238372755,-0.20205829154466046,36.94680261461362,124.43718215212947,-0.0027960763362026033,4.317216441036925,-0.32881035041559126,21.062671079194004,50.41,0.5041,0.0,3.61,0.0064,196.0,1225.0,0.9944078399999999,12.0409,0.30250000000000005,88.36000000000001,0.14084507042253522,1.4084507042253522,6.93085003246716e-310,0.5263157894736842,12.5,0.07142857142857142,0.02857142857142857,1.0028078620136383,0.2881844380403458,1.8181818181818181,0.10638297872340426
7.8,0.645,0.0,2.0,0.082,8.0,16.0,0.9964,3.38,0.59,9.8,1,16.022165122825257,-0.28283570061020513,,1.3862943611198906,-0.20508495460086648,16.635532333438686,44.3614195558365,-0.0035935122099729415,4.116419898092854,-0.31130331782859944,22.367347379629962,60.839999999999996,0.41602500000000003,0.0,4.0,0.006724000000000001,64.0,256.0,0.9928129599999999,11.424399999999999,0.34809999999999997,96.04000000000002,0.12820512820512822,1.5503875968992247,6.93088920042636e-310,0.5,12.195121951219512,0.125,0.0625,1.0036130068245686,0.2958579881656805,1.6949152542372883,0.1020408163265306
6.7,0.675,0.07,2.4,0.089,17.0,82.0,0.9958,3.35,0.54,10.1,0,12.744120426859366,-0.26530374697398484,-0.18614820258529446,2.1011249696493595,-0.21530158292324975,48.16462684895568,361.35097827566875,-0.0041911676260036525,4.0500171585538665,-0.33274051528886117,23.35660778085686,44.89,0.45562500000000006,0.004900000000000001,5.76,0.007921,289.0,6724.0,0.9916176400000001,11.2225,0.2916,102.00999999999999,0.14925373134328357,1.4814814814814814,14.285714285714285,0.4166666666666667,11.235955056179776,0.058823529411764705,0.012195121951219513,1.004217714400482,0.29850746268656714,1.8518518518518516,0.09900990099009901
6.9,0.685,0.0,2.5,0.105,22.0,37.0,0.9966,3.46,0.57,10.6,1,13.327497740062176,-0.2591604618931395,,2.2907268296853878,-0.23664846752658444,68.00293397388296,133.6039627678363,-0.0033942134381743897,4.294789318180929,-0.32040778334751846,25.025052411851025,47.61000000000001,0.46922500000000006,0.0,6.25,0.011024999999999998,484.0,1369.0,0.9932115600000001,11.9716,0.32489999999999997,112.36,0.14492753623188406,1.4598540145985401,6.930850032464e-310,0.4,9.523809523809524,0.045454545454545456,0.02702702702702703,1.0034115994380894,0.28901734104046245,1.7543859649122808,0.09433962264150944
8.3,0.655,0.12,2.3,0.083,15.0,113.0,0.9966,3.17,0.66,9.8,0,17.564920772861186,-0.27714362839220974,-0.2544316243440109,1.9156909827507391,-0.20657991770839976,40.62075301653315,534.1948235144945,-0.0033942134381743897,3.6573291336087297,-0.2742401930146994,22.367347379629962,68.89000000000001,0.42902500000000005,0.0144,5.289999999999999,0.006889000000000001,225.0,12769.0,0.9932115600000001,10.0489,0.43560000000000004,96.04000000000002,0.12048192771084336,1.5267175572519083,8.333333333333334,0.4347826086956522,12.048192771084336,0.06666666666666667,0.008849557522123894,1.0034115994380894,0.31545741324921134,1.5151515151515151,0.1020408163265306
6.9,0.605,0.12,10.7,0.073,40.0,83.0,0.9993,3.45,0.52,9.4,1,13.327497740062176,-0.3040287266755339,-0.2544316243440109,25.361608033706105,-0.19106259616186344,147.55517816455745,366.7637704471177,-0.0006997549428133504,4.272391097099276,-0.3400417630514653,21.062671079194004,47.61000000000001,0.366025,0.0144,114.48999999999998,0.0053289999999999995,1600.0,6889.0,0.99860049,11.902500000000002,0.27040000000000003,88.36000000000001,0.14492753623188406,1.6528925619834711,8.333333333333334,0.09345794392523366,13.698630136986303,0.025,0.012048192771084338,1.0007004903432404,0.2898550724637681,1.923076923076923,0.10638297872340426
5.2,0.32,0.25,1.8,0.103,13.0,50.0,0.9957,3.38,0.55,9.2,0,8.573024853054385,-0.36461897062027665,-0.34657359027997264,1.0580159968238143,-0.23412170794750764,33.34434164699998,195.6011502714073,-0.00429074172026958,4.116419898092854,-0.32881035041559126,20.41667205330595,27.040000000000003,0.1024,0.0625,3.24,0.010608999999999999,169.0,2500.0,0.99141849,11.424399999999999,0.30250000000000005,84.63999999999999,0.1923076923076923,3.125,4.0,0.5555555555555556,9.708737864077671,0.07692307692307693,0.02,1.0043185698503565,0.2958579881656805,1.8181818181818181,0.10869565217391305
7.8,0.645,0.0,5.5,0.086,5.0,18.0,0.9986,3.4,0.55,9.6,1,16.022165122825257,-0.28283570061020513,,9.376114507311339,-0.21099308651466211,8.047189562170502,52.02669164213096,-0.001399019542346221,4.160836467515193,-0.32881035041559126,21.71292574534839,60.839999999999996,0.41602500000000003,0.0,30.25,0.007395999999999999,25.0,324.0,0.99720196,11.559999999999999,0.30250000000000005,92.16,0.12820512820512822,1.5503875968992247,6.93090245606377e-310,0.18181818181818182,11.627906976744187,0.2,0.05555555555555555,1.001401962747847,0.29411764705882354,1.8181818181818181,0.10416666666666667
7.8,0.6,0.14,2.4,0.086,3.0,15.0,0.9975,3.42,0.6,10.8,1,16.022165122825257,-0.30649537425959444,-0.2752557998921966,2.1011249696493595,-0.21099308651466211,3.295836866004329,40.62075301653315,-0.002496872392573181,4.205370684674836,-0.30649537425959444,25.699098248605882,60.839999999999996,0.36,0.019600000000000003,5.76,0.007395999999999999,9.0,225.0,0.9950062500000001,11.696399999999999,0.36,116.64000000000001,0.12820512820512822,1.6666666666666667,7.142857142857142,0.4166666666666667,11.627906976744187,0.3333333333333333,0.06666666666666667,1.0025062656641603,0.29239766081871343,1.6666666666666667,0.09259259259259259
8.1,0.38,0.28,2.1,0.066,13.0,30.0,0.9968,3.23,0.73,9.7,1,16.94409889959498,-0.36768192997944815,-0.3564303892276085,1.5580684239316924,-0.17939463543907694,33.34434164699998,102.03592144986466,-0.003194874529911701,3.787117303267646,-0.22973884373298117,22.039621089440566,65.61,0.1444,0.07840000000000001,4.41,0.0043560000000000005,169.0,900.0,0.9936102400000001,10.4329,0.5328999999999999,94.08999999999999,0.1234567901234568,2.6315789473684212,3.571428571428571,0.47619047619047616,15.15151515151515,0.07692307692307693,0.03333333333333333,1.0032102728731942,0.30959752321981426,1.36986301369863,0.10309278350515465
5.7,1.13,0.09,1.5,0.172,7.0,19.0,0.994,3.5,0.48,9.8,0,9.920657196590877,0.1381059249784015,-0.21671510477866845,0.6081976621622466,-0.3027648579730136,13.621371043387192,55.94434060416236,-0.005981963891609643,4.384670389733788,-0.3523052040384962,22.367347379629962,32.49,1.2768999999999997,0.0081,2.25,0.029583999999999996,49.0,361.0,0.988036,12.25,0.2304,96.04000000000002,0.17543859649122806,0.8849557522123894,11.11111111111111,0.6666666666666666,5.813953488372094,0.14285714285714285,0.05263157894736842,1.0060362173038229,0.2857142857142857,2.0833333333333335,0.1020408163265306
7.3,0.45,0.36,5.9,0.074,12.0,87.0,0.9978,3.33,0.83,10.5,0,14.51148274152672,-0.3593284632979972,-0.3677944491115133,10.472218870378876,-0.19267307374756956,29.818879797456006,388.53400632294876,-0.0021975782233785994,4.005897772294534,-0.15465354989893962,24.689440200216517,53.29,0.2025,0.1296,34.81,0.005475999999999999,144.0,7569.0,0.99560484,11.0889,0.6889,110.25,0.136986301369863,2.2222222222222223,2.7777777777777777,0.1694915254237288,13.513513513513514,0.08333333333333333,0.011494252873563218,1.0022048506714771,0.3003003003003003,1.2048192771084338,0.09523809523809523
7.3,0.45,0.36,5.9,0.074,12.0,87.0,0.9978,3.33,0.83,10.5,0,14.51148274152672,-0.3593284632979972,-0.3677944491115133,10.472218870378876,-0.19267307374756956,29.818879797456006,388.53400632294876,-0.0021975782233785994,4.005897772294534,-0.15465354989893962,24.689440200216517,53.29,0.2025,0.1296,34.81,0.005475999999999999,144.0,7569.0,0.99560484,11.0889,0.6889,110.25,0.136986301369863,2.2222222222222223,2.7777777777777777,0.1694915254237288,13.513513513513514,0.08333333333333333,0.011494252873563218,1.0022048506714771,0.3003003003003003,1.2048192771084338,0.09523809523809523
